drug	category
celecoxib	Sulfur Compounds
gadobutrol	Contrast Media
gadobutrol	Diagnostic Uses of Chemicals
gadobutrol	Gadolinium
gadobutrol	Gadolinium-based Contrast Agent
gadobutrol	Magnetic Resonance Imaging Contrast Media
gadobutrol	Other Diagnostics
gadobutrol	Paramagnetic Contrast Media
gadobutrol	Specialty Uses of Chemicals
equilin	17-Ketosteroids
equilin	Adrenal Cortex Hormones
equilin	Estradiol Congeners
equilin	Estranes
equilin	Estrenes
equilin	Gonadal Hormones
equilin	Gonadal Steroid Hormones
equilin	Hormones
equilin	Hormones, Hormone Substitutes, and Hormone Antagonists
equilin	Ketosteroids
equilin	Polycyclic Compounds
equilin	Steroids
flurandrenolide	Adrenal Cortex Hormones
flurandrenolide	Anti-Inflammatory Agents
flurandrenolide	Corticosteroids
flurandrenolide	Corticosteroids, Dermatological Preparations
flurandrenolide	Corticosteroids, Potent (Group III)
flurandrenolide	Dermatologicals
flurandrenolide	Glucocorticoids
flurandrenolide	Hormones
flurandrenolide	Hormones, Hormone Substitutes, and Hormone Antagonists
flurandrenolide	Polycyclic Compounds
flurandrenolide	Pregnanes
flurandrenolide	Pregnenediones
flurandrenolide	Pregnenes
flurandrenolide	Steroids
flurandrenolide	Steroids, Fluorinated
ofloxacin	Anti-Bacterial Agents
ofloxacin	Anti-Infective Agents
ofloxacin	Anti-Infective Agents, Urinary
ofloxacin	Antibacterials for Systemic Use
ofloxacin	Antiinfectives for Systemic Use
ofloxacin	Chemically-Induced Disorders
ofloxacin	Cytochrome P-450 CYP1A2 Inhibitors
ofloxacin	Cytochrome P-450 Enzyme Inhibitors
ofloxacin	Drug-Related Side Effects and Adverse Reactions
ofloxacin	Enzyme Inhibitors
ofloxacin	Fluoroquinolones
ofloxacin	Heterocyclic Compounds
ofloxacin	Heterocyclic Compounds, 2-Ring
ofloxacin	Metabolic Side Effects of Drugs and Substances
ofloxacin	Moderate Risk QTc-Prolonging Agents
ofloxacin	Ophthalmologicals
ofloxacin	Otologicals
ofloxacin	QTc Prolonging Agents
ofloxacin	Quinolines
ofloxacin	Quinolone Antimicrobial
ofloxacin	Quinolones
ofloxacin	Renal Agents
ofloxacin	Sensory Organs
ofloxacin	Topoisomerase II Inhibitors
ofloxacin	Topoisomerase Inhibitors
acetic acid	Acetates
acetic acid	Acids
acetic acid	Acids, Acyclic
acetic acid	Acids, Noncarboxylic
acetic acid	Anions
acetic acid	Anti-Infective Agents
acetic acid	Carboxylic Acids
acetic acid	Chlorine Compounds
acetic acid	Electrolytes
acetic acid	Fatty Acids
acetic acid	Fatty Acids, Volatile
acetic acid	Genito Urinary System and Sex Hormones
acetic acid	Gynecological Antiinfectives and Antiseptics
acetic acid	Hydrochloric Acid
acetic acid	Indicators and Reagents
acetic acid	Ions
acetic acid	Laboratory Chemicals
acetic acid	Lipids
acetic acid	Organic Acids
acetic acid	Otologicals
acetic acid	Sensory Organs
acetic acid	Specialty Uses of Chemicals
praziquantel	Anthelmintics
praziquantel	Anti-Infective Agents
praziquantel	Antihelminthic
praziquantel	Antiparasitic Agents
praziquantel	Antiparasitic Products, Insecticides and Repellents
praziquantel	Antitrematodals
praziquantel	Heterocyclic Compounds
praziquantel	Heterocyclic Compounds, 2-Ring
praziquantel	Isoquinolines
praziquantel	Quinoline Derivatives and Related Substances
aflibercept	Amino Acids, Peptides, and Proteins
aflibercept	Antineoplastic Agents
aflibercept	Antineoplastic and Immunomodulating Agents
aflibercept	Antineovascularisation Agents
aflibercept	EENT Drugs, Miscellaneous
aflibercept	Enzymes
aflibercept	Enzymes and Coenzymes
aflibercept	Membrane Proteins
aflibercept	Ocular Vascular Disorder Agents
aflibercept	Ophthalmics
aflibercept	Ophthalmologicals
aflibercept	Phosphotransferases
aflibercept	Phosphotransferases (Alcohol Group Acceptor)
aflibercept	Protein Kinases
aflibercept	Protein-Tyrosine Kinases
aflibercept	Proteins
aflibercept	Receptor Protein-Tyrosine Kinases
aflibercept	Receptors, Cell Surface
aflibercept	Receptors, Growth Factor
aflibercept	Receptors, Peptide
aflibercept	Recombinant Proteins
aflibercept	Sensory Organs
aflibercept	Transferases
aflibercept	Vascular Endothelial Growth Factor Inhibitor
oxygen	Chalcogens
oxygen	Elements
oxygen	Gases
oxygen	Medical Gases
oxygen	Miscellaneous Therapeutic Agents
oxygen	Other Miscellaneous Therapeutic Agents
gentamicin	Aminoglycoside Antibacterials
gentamicin	Anti-Bacterial Agents
gentamicin	Anti-Infective Agents
gentamicin	Antibacterials for Systemic Use
gentamicin	Antibiotics for Topical Use
gentamicin	Antiinfectives for Systemic Use
gentamicin	Carbohydrates
gentamicin	Dermatologicals
gentamicin	Enzyme Inhibitors
gentamicin	Glycosides
gentamicin	Ophthalmological and Otological Preparations
gentamicin	Ophthalmologicals
gentamicin	Otologicals
gentamicin	Protein Synthesis Inhibitors
gentamicin	Sensory Organs
losartan	Agents Acting on the Renin-Angiotensin System
losartan	Angiotensin 2 Receptor Blocker
losartan	Angiotensin II Antagonists and Calcium Channel Blockers
losartan	Angiotensin II Antagonists and Diuretics
losartan	Angiotensin II Antagonists, Plain
losartan	Angiotensin II Type 1 Receptor Blockers
losartan	Angiotensin Receptor Antagonists
losartan	Antiarrhythmic agents
losartan	Antihypertensive Agents
losartan	Azoles
losartan	Benzene Derivatives
losartan	Biphenyl Compounds
losartan	Cardiovascular Agents
losartan	Cardiovascular System
losartan	Cytochrome P-450 CYP2C8 Inhibitors
losartan	Cytochrome P-450 CYP2C8 Inhibitors (moderate)
losartan	Cytochrome P-450 CYP2C9 Substrates
losartan	Cytochrome P-450 Enzyme Inhibitors
losartan	Heterocyclic Compounds
losartan	Heterocyclic Compounds, 1-Ring
losartan	Hydrocarbons
losartan	Hydrocarbons, Aromatic
losartan	Hydrocarbons, Cyclic
losartan	Hypotensive Agents
losartan	Imidazoles
losartan	P-glycoprotein/ABCB1 Inhibitors
losartan	P-glycoprotein/ABCB1 Substrates
losartan	Tetrazoles
losartan	UGT1A1 Substrates
pipamperone	Adrenergic alpha-2 Receptor Antagonists
pipamperone	Antipsychotic Agents
pipamperone	Butyrophenone Derivatives
pipamperone	Central Nervous System Agents
pipamperone	Central Nervous System Depressants
pipamperone	Dopamine Antagonists
pipamperone	Dopamine D2 Receptor Antagonists
pipamperone	Hypotensive Agents
pipamperone	Ketones
pipamperone	Nervous System
pipamperone	Neurotransmitter Agents
pipamperone	Psycholeptics
pipamperone	Psychotropic Drugs
pipamperone	Serotonin 5-HT2 Receptor Agonists
pipamperone	Serotonin Agents
pipamperone	Serotonin Receptor Agonists
pipamperone	Serotonin Receptor Antagonists
pipamperone	Tranquilizing Agents
flubendazole	Acids, Acyclic
flubendazole	Anthelmintics
flubendazole	Anti-Infective Agents
flubendazole	Antinematodal Agents
flubendazole	Antiparasitic Agents
flubendazole	Antiparasitic Products, Insecticides and Repellents
flubendazole	Benzimidazole Derivatives
flubendazole	Benzimidazoles
flubendazole	Carbamates
flubendazole	Carboxylic Acids
flubendazole	Heterocyclic Compounds
flubendazole	Heterocyclic Compounds, 2-Ring
zinc gluconate	Acids, Acyclic
zinc gluconate	Alimentary Tract and Metabolism
zinc gluconate	Carbohydrates
zinc gluconate	Carboxylic Acids
zinc gluconate	Hydroxy Acids
zinc gluconate	Lithium
zinc gluconate	Mineral Supplements
zinc gluconate	Sugar Acids
zinc gluconate	Zinc
l-cysteine	Amino Acids
l-cysteine	Amino Acids, Neutral
l-cysteine	Amino Acids, Peptides, and Proteins
l-cysteine	Amino Acids, Sulfur
l-cysteine	Caloric Agents
l-cysteine	Dietary Supplements
l-cysteine	Nutritional Support
l-cysteine	Sulfhydryl Compounds
l-cysteine	Sulfur Compounds
l-cysteine	Supplements
dimenhydrinate	Alkaloids
dimenhydrinate	Amines
dimenhydrinate	Antiemetics
dimenhydrinate	Autonomic Agents
dimenhydrinate	Benzene Derivatives
dimenhydrinate	Benzhydryl Compounds
dimenhydrinate	Central Nervous System Agents
dimenhydrinate	Central Nervous System Depressants
dimenhydrinate	Diphenhydramine
dimenhydrinate	Drug Combinations
dimenhydrinate	Ethylamines
dimenhydrinate	Gastrointestinal Agents
dimenhydrinate	Heterocyclic Compounds
dimenhydrinate	Heterocyclic Compounds, 2-Ring
dimenhydrinate	Histamine Agents
dimenhydrinate	Histamine Antagonists
dimenhydrinate	Histamine H1 Antagonists
dimenhydrinate	Hydrocarbons
dimenhydrinate	Hydrocarbons, Aromatic
dimenhydrinate	Hydrocarbons, Cyclic
dimenhydrinate	Neurotransmitter Agents
dimenhydrinate	Peripheral Nervous System Agents
dimenhydrinate	Pharmaceutical Preparations
dimenhydrinate	Purines
dimenhydrinate	Purinones
benzoin resin	Angiosperms
benzoin resin	Biological Products
benzoin resin	Complex Mixtures
benzoin resin	Embryophyta
benzoin resin	Eukaryota
benzoin resin	Miscellaneous Local Anti-infectives
benzoin resin	Pharmaceutical Preparations
benzoin resin	Plant Preparations
benzoin resin	Plants
benzoin resin	Streptophyta
benzoin resin	Styracaceae
benzoin resin	Viridiplantae
indium in-111 satumomab pendetide	Acetates
indium in-111 satumomab pendetide	Acids, Acyclic
indium in-111 satumomab pendetide	Amines
indium in-111 satumomab pendetide	Amino Acids, Peptides, and Proteins
indium in-111 satumomab pendetide	Antibodies
indium in-111 satumomab pendetide	Blood Proteins
indium in-111 satumomab pendetide	Carboxylic Acids
indium in-111 satumomab pendetide	Diagnostic Radiopharmaceuticals
indium in-111 satumomab pendetide	Fatty Acids
indium in-111 satumomab pendetide	Fatty Acids, Volatile
indium in-111 satumomab pendetide	Globulins
indium in-111 satumomab pendetide	Immunoglobulins
indium in-111 satumomab pendetide	Immunoproteins
indium in-111 satumomab pendetide	Indium (111In) Compounds
indium in-111 satumomab pendetide	Indium Radioisotopes
indium in-111 satumomab pendetide	Lipids
indium in-111 satumomab pendetide	Peptides
indium in-111 satumomab pendetide	Polyamines
indium in-111 satumomab pendetide	Proteins
indium in-111 satumomab pendetide	Serum Globulins
indium in-111 satumomab pendetide	Tumour Detection
cetirizine	Anti-Allergic Agents
cetirizine	Antihistamines for Systemic Use
cetirizine	Central Nervous System Depressants
cetirizine	Heterocyclic Compounds
cetirizine	Heterocyclic Compounds, 1-Ring
cetirizine	Histamine Agents
cetirizine	Histamine Antagonists
cetirizine	Histamine H1 Antagonists
cetirizine	Histamine H1 Antagonists, Non-Sedating
cetirizine	Hydroxyzine
cetirizine	Neurotransmitter Agents
cetirizine	Piperazine Derivatives
cetirizine	Piperazines
cetirizine	Respiratory System
allspice	Non-Standardized Food Allergenic Extract
allspice	Non-Standardized Plant Allergenic Extract
dolasetron	Alimentary Tract and Metabolism
dolasetron	Antiemetics
dolasetron	Antiemetics and Antinauseants
dolasetron	Antiemetics Antagonists
dolasetron	Autonomic Agents
dolasetron	Central Nervous System Agents
dolasetron	Gastrointestinal Agents
dolasetron	Heterocyclic Compounds
dolasetron	Heterocyclic Compounds, 2-Ring
dolasetron	Moderate Risk QTc-Prolonging Agents
dolasetron	Neurotransmitter Agents
dolasetron	Peripheral Nervous System Agents
dolasetron	QTc Prolonging Agents
dolasetron	Serotonin 5-HT3 Receptor Antagonists
dolasetron	Serotonin Agents
dolasetron	Serotonin Receptor Antagonists
vitamin d	Bone Density Conservation Agents
vitamin d	Diet, Food, and Nutrition
vitamin d	Food
vitamin d	Food and Beverages
vitamin d	Growth Substances
vitamin d	Micronutrients
vitamin d	Physiological Phenomena
vitamin d	Polycyclic Compounds
vitamin d	Secosteroids
vitamin d	Steroids
vitamin d	Vitamin D and Analogues
vitamin d	Vitamins
bortezomib	Acids
bortezomib	Acids, Noncarboxylic
bortezomib	Antineoplastic Agents
bortezomib	Antineoplastic and Immunomodulating Agents
bortezomib	Boron Compounds
bortezomib	Boronic Acids
bortezomib	Cardiotoxic antineoplastic agents
bortezomib	Cytochrome P-450 CYP1A2 Inhibitors
bortezomib	Cytochrome P-450 CYP1A2 Inhibitors (moderate)
bortezomib	Cytochrome P-450 CYP1A2 Substrates
bortezomib	Cytochrome P-450 CYP2C19 Inhibitors
bortezomib	Cytochrome P-450 CYP2C19 Inhibitors (moderate)
bortezomib	Cytochrome P-450 CYP3A Inhibitors
bortezomib	Cytochrome P-450 CYP3A4 Inhibitors
bortezomib	Cytochrome P-450 CYP3A4 Inhibitors (weak)
bortezomib	Cytochrome P-450 Enzyme Inhibitors
bortezomib	Heterocyclic Compounds
bortezomib	Heterocyclic Compounds, 1-Ring
bortezomib	Hypotensive Agents
bortezomib	Immunosuppressive Agents
bortezomib	Myelosuppressive Agents
bortezomib	Potential QTc-Prolonging Agents
bortezomib	Proteasome Inhibitors
bortezomib	Pyrazines
bortezomib	QTc Prolonging Agents
dacarbazine	Alkylating Agents
dacarbazine	Alkylating Drug
dacarbazine	Antineoplastic Agents
dacarbazine	Antineoplastic Agents, Alkylating
dacarbazine	Antineoplastic and Immunomodulating Agents
dacarbazine	Azoles
dacarbazine	Cytochrome P-450 CYP1A2 Substrates
dacarbazine	Heterocyclic Compounds
dacarbazine	Heterocyclic Compounds, 1-Ring
dacarbazine	Imidazoles
dacarbazine	Immunosuppressive Agents
dacarbazine	Myelosuppressive Agents
dacarbazine	Noxae
dacarbazine	Toxic Actions
dacarbazine	Triazenes
golimumab	Amino Acids, Peptides, and Proteins
golimumab	Antibodies
golimumab	Antineoplastic and Immunomodulating Agents
golimumab	Antirheumatic Agents
golimumab	Biologics for Rheumatoid Arthritis Treatment
golimumab	Blood Proteins
golimumab	Disease-modifying Antirheumatic Agents
golimumab	Globulins
golimumab	Immunoglobulins
golimumab	Immunoproteins
golimumab	Immunosuppressive Agents
golimumab	Proteins
golimumab	Serum Globulins
golimumab	UnicodeEncodeError
golimumab	Tumor Necrosis Factor Blocker
flucloxacillin	Amides
flucloxacillin	Anti-Bacterial Agents
flucloxacillin	Anti-Infective Agents
flucloxacillin	Antibacterials for Systemic Use
flucloxacillin	Antiinfectives for Systemic Use
flucloxacillin	Aza Compounds
flucloxacillin	Azabicyclo Compounds
flucloxacillin	Beta-Lactam Antibacterials, Penicillins
flucloxacillin	Beta-Lactamase Resistant Penicillins
flucloxacillin	beta-Lactams
flucloxacillin	Bicyclo Compounds
flucloxacillin	Bicyclo Compounds, Heterocyclic
flucloxacillin	Bridged Compounds
flucloxacillin	Cloxacillin
flucloxacillin	Cytochrome P-450 Enzyme Inducers
flucloxacillin	Heterocyclic Compounds
flucloxacillin	Heterocyclic Compounds, 1-Ring
flucloxacillin	Heterocyclic Compounds, 2-Ring
flucloxacillin	Heterocyclic Compounds, Bridged-Ring
flucloxacillin	Hydrocarbons
flucloxacillin	Hydrocarbons, Cyclic
flucloxacillin	Lactams
flucloxacillin	Oxacillin
flucloxacillin	Penicillins
flucloxacillin	Polycyclic Compounds
flucloxacillin	Sulfur Compounds
iotrolan	Acids, Carbocyclic
iotrolan	Benzene Derivatives
iotrolan	Benzoates
iotrolan	Carboxylic Acids
iotrolan	Contrast Media
iotrolan	Diagnostic Uses of Chemicals
iotrolan	Hydrocarbons
iotrolan	Hydrocarbons, Aromatic
iotrolan	Hydrocarbons, Cyclic
iotrolan	Iodobenzoates
iotrolan	Specialty Uses of Chemicals
iotrolan	Watersoluble, Nephrotropic, Low Osmolar X-Ray Contrast Media
iotrolan	X-Ray Contrast Media, Iodinated
turnip	Non-Standardized Food Allergenic Extract
turnip	Non-Standardized Plant Allergenic Extract
peginterferon beta-1a	Adjuvants, Immunologic
peginterferon beta-1a	Alcohols
peginterferon beta-1a	Amino Acids, Peptides, and Proteins
peginterferon beta-1a	Antineoplastic and Immunomodulating Agents
peginterferon beta-1a	Biological Factors
peginterferon beta-1a	Biomedical and Dental Materials
peginterferon beta-1a	Cytokines
peginterferon beta-1a	Ethylene Glycols
peginterferon beta-1a	Glycols
peginterferon beta-1a	Intercellular Signaling Peptides and Proteins
peginterferon beta-1a	Interferon Type I
peginterferon beta-1a	Interferons
peginterferon beta-1a	Macromolecular Substances
peginterferon beta-1a	Manufactured Materials
peginterferon beta-1a	Peptides
peginterferon beta-1a	Polymers
peginterferon beta-1a	Proteins
peginterferon beta-1a	Specialty Uses of Chemicals
peginterferon beta-1a	Technology, Industry, and Agriculture
canakinumab	Amino Acids, Peptides, and Proteins
canakinumab	Antibodies
canakinumab	Antineoplastic and Immunomodulating Agents
canakinumab	Blood Proteins
canakinumab	Globulins
canakinumab	Immunoglobulins
canakinumab	Immunoproteins
canakinumab	Immunosuppressive Agents
canakinumab	Interleukin Inhibitors
canakinumab	Interleukin-1beta, antagonists & inhibitors
canakinumab	Proteins
canakinumab	Serum Globulins
chondroitin sulfate	Antiinflammatory and Antirheumatic Products
chondroitin sulfate	Antiinflammatory and Antirheumatic Products, Non-Steroids
chondroitin sulfate	Carbohydrates
chondroitin sulfate	Chondroitin
chondroitin sulfate	Glycosaminoglycans
chondroitin sulfate	Musculo-Skeletal System
chondroitin sulfate	Polysaccharides
aurothioglucose	Antiinflammatory and Antirheumatic Products
aurothioglucose	Antirheumatic Agents
aurothioglucose	Gold Preparations
aurothioglucose	Musculo-Skeletal System
aurothioglucose	Organogold Compounds
aurothioglucose	Organometallic Compounds
aurothioglucose	Specific Antirheumatic Agents
trifluoperazine	Adrenergic alpha-1 Receptor Antagonists
trifluoperazine	Adrenergic alpha-Antagonists
trifluoperazine	Adrenergic Antagonists
trifluoperazine	Antiemetics
trifluoperazine	Antipsychotic Agents
trifluoperazine	Antipsychotic Agents (First Generation [Typical])
trifluoperazine	Autonomic Agents
trifluoperazine	Central Nervous System Agents
trifluoperazine	Central Nervous System Depressants
trifluoperazine	Cytochrome P-450 CYP1A2 Substrates
trifluoperazine	Dopamine Agents
trifluoperazine	Dopamine Antagonists
trifluoperazine	Dopamine D2 Receptor Antagonists
trifluoperazine	Gastrointestinal Agents
trifluoperazine	Heterocyclic Compounds
trifluoperazine	Heterocyclic Compounds, 3-Ring
trifluoperazine	Nervous System
trifluoperazine	Neurotransmitter Agents
trifluoperazine	P-glycoprotein/ABCB1 Inhibitors
trifluoperazine	P-glycoprotein/ABCB1 Substrates
trifluoperazine	Peripheral Nervous System Agents
trifluoperazine	Phenothiazines
trifluoperazine	Phenothiazines With Piperazine Structure
trifluoperazine	Psycholeptics
trifluoperazine	Psychotropic Drugs
trifluoperazine	Sulfur Compounds
trifluoperazine	Tranquilizing Agents
oxybuprocaine	Acids, Carbocyclic
oxybuprocaine	Aminobenzoates
oxybuprocaine	Anesthetics
oxybuprocaine	Anesthetics for Topical Use
oxybuprocaine	Anesthetics, Local
oxybuprocaine	Antipruritics, Incl. Antihistamines, Anesthetics, Etc.
oxybuprocaine	Benzene Derivatives
oxybuprocaine	Benzoates
oxybuprocaine	Carboxylic Acids
oxybuprocaine	Central Nervous System Agents
oxybuprocaine	Dermatologicals
oxybuprocaine	Hydrocarbons
oxybuprocaine	Hydrocarbons, Aromatic
oxybuprocaine	Hydrocarbons, Cyclic
oxybuprocaine	Ophthalmologicals
oxybuprocaine	para-Aminobenzoates
oxybuprocaine	Peripheral Nervous System Agents
oxybuprocaine	Sensory Organs
oxybuprocaine	Sensory System Agents
capra hircus skin	Non-Standardized Animal Skin Allergenic Extract
levocetirizine	Antihistamines for Systemic Use
